County,Agency,Year,Months Reported,Index Total,Violent Total,Murder,Rape,Robbery,Aggravated Assault,Property Total,Burglary,Larceny,Motor Vehicle Theft,Region
Rensselaer,Schodack Town PD,2017,12,47,4,0,1,1,2,43,5,37,1,Non-New York City
Rensselaer,Troy City PD,2017,12,2083,351,6,31,114,200,1732,370,1272,90,Non-New York City
Richmond,County Total,2017,12,5969,1451,13,90,328,1020,4518,401,3883,234,New York City
Rockland,Clarkstown Town PD,2017,12,1216,91,0,20,24,47,1125,59,1046,20,Non-New York City
Rockland,County Total,2017,,3402,396,1,68,99,228,3006,264,2648,94,Non-New York City
Rockland,Haverstraw Town PD,2017,12,340,42,0,1,16,25,298,48,239,11,Non-New York City
Rockland,Orangetown Town PD,2017,12,349,46,0,1,13,32,303,30,267,6,Non-New York City
Rockland,Piermont Vg PD,2017,12,12,0,0,0,0,0,12,1,10,1,Non-New York City
Rockland,Ramapo Town PD,2017,12,737,44,0,9,10,25,693,67,595,31,Non-New York City
Rockland,Rockland County MTA,2017,12,1,1,0,0,0,1,0,0,0,0,Non-New York City
Rockland,Rockland County Park PD,2017,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Rockland,Rockland County Sheriff,2017,12,14,2,0,0,0,2,12,0,12,0,Non-New York City
Rockland,Rockland County State Police,2017,12,30,13,1,7,1,4,17,2,12,3,Non-New York City
Rockland,South Nyack-Grand View PD,2017,12,18,3,0,1,0,2,15,4,11,0,Non-New York City
Rockland,Spring Valley Vg PD,2017,12,523,133,0,28,30,75,390,35,340,15,Non-New York City
Rockland,Stony Point Town PD,2017,12,85,9,0,1,2,6,76,13,61,2,Non-New York City
Rockland,Suffern Vg PD,2017,12,73,12,0,0,3,9,61,5,51,5,Non-New York City
Saratoga,Ballston Spa Vg PD,2017,12,49,1,0,0,0,1,48,3,43,2,Non-New York City
Saratoga,County Total,2017,,2789,273,2,76,36,159,2516,346,2102,68,Non-New York City
Saratoga,Mechanicville City PD,2017,12,67,13,1,4,2,6,54,6,46,2,Non-New York City
Saratoga,Saratoga County Park PD,2017,12,20,4,0,0,1,3,16,0,16,0,Non-New York City
Saratoga,Saratoga County Sheriff,2017,12,1206,95,1,16,9,69,1111,182,897,32,Non-New York City
Saratoga,Saratoga County State Police,2017,12,773,88,0,48,9,31,685,74,599,12,Non-New York City
Saratoga,Saratoga Springs City PD,2017,12,515,56,0,7,9,40,459,52,395,12,Non-New York City
Saratoga,South Glens Falls Vg PD,2017,12,80,10,0,1,3,6,70,14,53,3,Non-New York City
Saratoga,Stillwater Town PD,2017,12,33,1,0,0,1,0,32,6,25,1,Non-New York City
Saratoga,Waterford Town and Vg PD,2017,12,46,5,0,0,2,3,41,9,28,4,Non-New York City
Schenectady,County Total,2017,,4585,666,2,76,164,424,3919,525,3173,221,Non-New York City
Schenectady,Glenville Town PD,2017,12,478,14,0,2,2,10,464,40,417,7,Non-New York City
Schenectady,Niskayuna Town PD,2017,12,426,15,0,1,3,11,411,30,368,13,Non-New York City
Schenectady,Rotterdam Town PD,2017,12,860,37,0,8,12,17,823,82,723,18,Non-New York City
Schenectady,Schenectady City PD,2017,12,2635,577,2,58,141,376,2058,348,1536,174,Non-New York City
Schenectady,Schenectady County Sheriff,2017,12,16,0,0,0,0,0,16,4,11,1,Non-New York City
Schenectady,Schenectady County State Police,2017,12,54,11,0,5,2,4,43,2,37,4,Non-New York City
Schenectady,Scotia Vg PD,2017,12,116,12,0,2,4,6,104,19,81,4,Non-New York City
Schoharie,Cobleskill Vg PD,2017,12,118,6,0,3,0,3,112,13,99,0,Non-New York City
Schoharie,County Total,2017,,314,37,0,25,0,12,277,67,199,11,Non-New York City
Schoharie,Schoharie County Sheriff,2017,12,30,6,0,4,0,2,24,5,18,1,Non-New York City
Schoharie,Schoharie County State Police,2017,12,139,17,0,10,0,7,122,43,69,10,Non-New York City
Schoharie,SUNY Police - Cobleskill,2017,12,27,8,0,8,0,0,19,6,13,0,Non-New York City
Schuyler,County Total,2017,,70,15,0,11,0,4,55,13,40,2,Non-New York City
Schuyler,Schuyler County Sheriff,2017,12,22,5,0,2,0,3,17,2,13,2,Non-New York City
Schuyler,Schuyler County State Police,2017,12,28,9,0,9,0,0,19,10,9,0,Non-New York City
Schuyler,Watkins Glen Vg PD,2017,12,20,1,0,0,0,1,19,1,18,0,Non-New York City
Seneca,County Total,2017,,566,73,0,22,5,46,493,69,421,3,Non-New York City
Seneca,Interlaken Vg PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Seneca,Seneca County Park PD,2017,12,6,0,0,0,0,0,6,1,5,0,Non-New York City
Seneca,Seneca County Sheriff,2017,12,31,8,0,1,1,6,23,5,18,0,Non-New York City
Seneca,Seneca County State Police,2017,12,194,47,0,13,1,33,147,22,125,0,Non-New York City
Seneca,Seneca Falls Town PD,2017,12,252,13,0,8,1,4,239,22,215,2,Non-New York City
Seneca,Waterloo Vg PD,2017,12,81,5,0,0,2,3,76,19,56,1,Non-New York City
St Lawrence,Canton Vg PD,2017,12,23,1,0,0,0,1,22,6,15,1,Non-New York City
St Lawrence,County Total,2017,,1512,134,1,44,12,77,1378,208,1133,37,Non-New York City
St Lawrence,Massena Vg PD,2017,12,408,26,0,4,4,18,382,32,337,13,Non-New York City
St Lawrence,Norfolk Town PD,2017,12,1,0,0,0,0,0,1,1,0,0,Non-New York City
St Lawrence,Norwood Vg PD,2017,12,8,2,0,0,0,2,6,2,4,0,Non-New York City
St Lawrence,Ogdensburg City PD,2017,12,410,29,1,1,5,22,381,70,306,5,Non-New York City
St Lawrence,Potsdam Vg PD,2017,12,100,10,0,4,1,5,90,4,85,1,Non-New York City
St Lawrence,St Lawrence County Park PD,2017,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
St Lawrence,St Lawrence County Sheriff,2017,12,46,10,0,0,1,9,36,4,30,2,Non-New York City
St Lawrence,St Lawrence County State Police,2017,12,432,50,0,33,1,16,382,83,285,14,Non-New York City
St Lawrence,SUNY Police - Canton,2017,12,27,5,0,2,0,3,22,0,22,0,Non-New York City
St Lawrence,SUNY Police - Potsdam,2017,12,53,1,0,0,0,1,52,6,45,1,Non-New York City
Steuben,Addison Vg PD,2017,12,18,5,0,0,0,5,13,1,11,1,Non-New York City
Steuben,Bath Vg PD,2017,12,187,15,0,5,4,6,172,26,145,1,Non-New York City
Steuben,Canisteo Vg PD,2017,12,8,0,0,0,0,0,8,5,3,0,Non-New York City
Steuben,Corning City PD,2017,12,305,40,1,14,1,24,265,51,207,7,Non-New York City
Steuben,County Total,2017,,1250,167,1,78,8,80,1083,207,843,33,Non-New York City
Steuben,Hammondsport Vg PD,2017,12,9,3,0,0,1,2,6,3,3,0,Non-New York City
Steuben,Hornell City PD,2017,12,104,4,0,0,0,4,100,8,91,1,Non-New York City
Steuben,Painted Post Vg PD,2017,10,20,0,0,0,0,0,20,3,16,1,Non-New York City
Steuben,Steuben County Sheriff,2017,12,112,21,0,7,0,14,91,24,64,3,Non-New York City
Steuben,Steuben County State Police,2017,12,486,79,0,52,2,25,407,86,302,19,Non-New York City
Steuben,Wayland Vg PD,2017,6,1,0,0,0,0,0,1,0,1,0,Non-New York City
Suffolk,Amityville Vg PD,2017,12,137,11,0,0,5,6,126,15,109,2,Non-New York City
Suffolk,Asharoken Vg PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Suffolk,County Total,2017,,20486,1638,22,105,508,1003,18848,1625,16135,1088,Non-New York City
Suffolk,East Hampton Town PD,2017,12,243,17,0,3,3,11,226,33,184,9,Non-New York City
Suffolk,East Hampton Vg PD,2017,12,50,1,0,0,0,1,49,4,45,0,Non-New York City
Suffolk,Huntington Bay Vg PD,2017,12,6,0,0,0,0,0,6,0,6,0,Non-New York City
Suffolk,Lloyd Harbor Vg PD,2017,12,11,2,0,0,0,2,9,0,9,0,Non-New York City
Suffolk,Nissequogue Vg PD,2017,12,7,0,0,0,0,0,7,1,6,0,Non-New York City
Suffolk,Northport Vg PD,2017,12,46,4,0,1,0,3,42,1,38,3,Non-New York City
Suffolk,Ocean Beach Vg PD,2017,12,8,0,0,0,0,0,8,0,8,0,Non-New York City
Suffolk,Quogue Vg PD,2017,12,25,0,0,0,0,0,25,1,22,2,Non-New York City
Suffolk,Shelter Island Town PD,2017,10,18,0,0,0,0,0,18,0,18,0,Non-New York City
Suffolk,Southampton Town PD,2017,12,674,62,0,11,11,40,612,82,494,36,Non-New York City
Suffolk,Southampton Vg PD,2017,12,86,2,0,1,0,1,84,5,69,10,Non-New York City
Suffolk,Southold Town PD,2017,12,231,17,0,4,2,11,214,27,179,8,Non-New York City
Suffolk,Suffolk County MTA,2017,12,55,7,0,0,5,2,48,1,47,0,Non-New York City
Suffolk,Suffolk County Park PD,2017,12,33,1,0,0,1,0,32,0,31,1,Non-New York City
Suffolk,Suffolk County PD,2017,12,18423,1427,22,64,473,868,16996,1423,14565,1008,Non-New York City
Suffolk,Suffolk County Sheriff,2017,12,41,41,0,0,0,41,0,0,0,0,Non-New York City
Suffolk,Suffolk County State Police,2017,12,66,33,0,16,4,13,33,2,29,2,Non-New York City
Suffolk,SUNY Police - Farmingdale,2017,12,37,1,0,0,1,0,36,0,33,3,Non-New York City
Suffolk,SUNY Police - Stony Brook,2017,12,249,12,0,5,3,4,237,24,211,2,Non-New York City
Suffolk,Westhampton Beach Vg PD,2017,12,38,0,0,0,0,0,38,6,30,2,Non-New York City
Sullivan,County Total,2017,,1280,221,2,98,14,107,1059,261,763,35,Non-New York City
Sullivan,Fallsburg Town PD,2017,12,120,13,0,2,2,9,107,47,56,4,Non-New York City
Sullivan,Liberty Vg PD,2017,12,164,26,1,6,1,18,138,22,115,1,Non-New York City
Sullivan,Monticello Vg PD,2017,12,218,36,1,2,9,24,182,40,136,6,Non-New York City
Sullivan,Neversink PCT (NYC-DEPP),2017,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Sullivan,Sullivan County Sheriff,2017,12,317,23,0,4,0,19,294,45,243,6,Non-New York City
Sullivan,Sullivan County State Police,2017,12,441,123,0,84,2,37,318,101,200,17,Non-New York City
Sullivan,Woodridge Vg PD,2017,12,16,0,0,0,0,0,16,6,9,1,Non-New York City
Tioga,County Total,2017,,454,48,0,28,0,20,406,78,301,27,Non-New York City
Tioga,Owego Vg PD,2017,12,164,10,0,4,0,6,154,21,132,1,Non-New York City
Tioga,Tioga County Sheriff,2017,12,169,18,0,10,0,8,151,34,100,17,Non-New York City
Tioga,Tioga County State Police,2017,12,98,14,0,13,0,1,84,21,56,7,Non-New York City
Tioga,Waverly Vg PD,2017,12,23,6,0,1,0,5,17,2,13,2,Non-New York City
Tompkins,Cayuga Heights Vg PD,2017,12,27,0,0,0,0,0,27,1,26,0,Non-New York City
Tompkins,Cornell University Police,2017,12,285,3,0,1,1,1,282,20,262,0,Non-New York City
Tompkins,County Total,2017,,1890,128,1,55,28,44,1762,177,1554,31,Non-New York City
Tompkins,Dryden Vg PD,2017,12,70,3,0,3,0,0,67,11,56,0,Non-New York City
Tompkins,Groton Vg PD,2017,12,41,2,0,0,1,1,39,3,36,0,Non-New York City
Tompkins,Ithaca City PD,2017,10,954,56,1,6,21,28,898,75,805,18,Non-New York City
Tompkins,Ithaca College PD,2017,12,86,11,0,11,0,0,75,7,68,0,Non-New York City
Tompkins,Tompkins County Park PD,2017,12,11,0,0,0,0,0,11,1,10,0,Non-New York City
Tompkins,Tompkins County State Police,2017,12,380,53,0,34,5,14,327,56,258,13,Non-New York City
Tompkins,Trumansburg Vg PD,2017,12,36,0,0,0,0,0,36,3,33,0,Non-New York City
Ulster,Ashokan PCT (NYC-DEPP),2017,12,1,0,0,0,0,0,1,0,0,1,Non-New York City
Ulster,County Total,2017,,2547,287,2,64,39,182,2260,307,1888,65,Non-New York City
Ulster,Ellenville Vg PD,2017,12,154,18,0,3,3,12,136,24,110,2,Non-New York City
Ulster,Kingston City PD,2017,12,522,73,1,5,22,45,449,53,392,4,Non-New York City
Ulster,Lloyd Town PD,2017,12,106,6,0,1,1,4,100,12,88,0,Non-New York City
Ulster,Marlborough Town PD,2017,12,60,7,0,1,2,4,53,13,34,6,Non-New York City
Ulster,New Paltz Town and Vg PD,2017,12,187,22,0,4,1,17,165,16,149,0,Non-New York City
Ulster,Olive Town PD,2017,12,7,0,0,0,0,0,7,2,5,0,Non-New York City
Ulster,Plattekill Town PD,2017,12,62,7,0,0,2,5,55,10,42,3,Non-New York City
Ulster,Rosendale Town PD,2017,12,30,1,0,0,0,1,29,7,22,0,Non-New York City
Ulster,Saugerties Town PD,2017,12,236,24,0,3,2,19,212,30,171,11,Non-New York City
Ulster,Shandaken Town PD,2017,12,32,1,0,0,0,1,31,7,23,1,Non-New York City
Ulster,Shawangunk Town PD,2017,12,80,2,0,0,0,2,78,9,69,0,Non-New York City
Ulster,SUNY Police - New Paltz,2017,12,30,2,0,1,0,1,28,4,24,0,Non-New York City
Ulster,Ulster County Sheriff,2017,12,220,34,1,4,3,26,186,34,139,13,Non-New York City
Ulster,Ulster County State Police,2017,12,406,80,0,40,2,38,326,59,252,15,Non-New York City
Ulster,Ulster Town PD,2017,12,350,8,0,1,0,7,342,11,322,9,Non-New York City
Ulster,Woodstock Town PD,2017,12,64,2,0,1,1,0,62,16,46,0,Non-New York City
Warren,Bolton Town PD,2017,12,7,1,0,0,0,1,6,1,5,0,Non-New York City
Warren,County Total,2017,,1077,107,3,44,10,50,970,131,816,23,Non-New York City
Warren,Glens Falls City PD,2017,12,219,29,2,1,3,23,190,28,156,6,Non-New York City
Warren,Warren County Sheriff,2017,12,576,48,1,23,6,18,528,68,447,13,Non-New York City
Warren,Warren County State Police,2017,12,275,29,0,20,1,8,246,34,208,4,Non-New York City
Washington,Cambridge Vg PD,2017,12,17,1,0,1,0,0,16,8,8,0,Non-New York City
Washington,County Total,2017,,474,72,2,33,3,34,402,69,318,15,Non-New York City
Washington,Fort Edward Vg PD,2017,12,20,3,0,0,0,3,17,10,6,1,Non-New York City
Washington,Granville Vg PD,2017,12,17,2,0,0,0,2,15,4,11,0,Non-New York City
Washington,Greenwich Vg PD,2017,12,25,3,0,2,0,1,22,5,17,0,Non-New York City
Washington,Hudson Falls Vg PD,2017,12,70,16,1,3,2,10,54,11,42,1,Non-New York City
Washington,Washington County Sheriff,2017,12,180,23,1,14,0,8,157,17,133,7,Non-New York City
Washington,Washington County State Police,2017,12,145,24,0,13,1,10,121,14,101,6,Non-New York City
Wayne,Clyde Vg PD,2017,12,42,1,0,1,0,0,41,8,33,0,Non-New York City
Wayne,County Total,2017,,1473,184,3,78,17,86,1289,238,1009,42,Non-New York City
Wayne,Macedon Town and Vg PD,2017,12,130,9,0,5,1,3,121,22,94,5,Non-New York City
Wayne,Newark Vg PD,2017,12,262,37,0,9,3,25,225,23,200,2,Non-New York City
Wayne,Palmyra Vg PD,2017,7,7,1,0,0,0,1,6,0,6,0,Non-New York City
Wayne,Sodus Vg PD,2017,12,5,0,0,0,0,0,5,1,4,0,Non-New York City
Wayne,Wayne County Sheriff,2017,12,518,63,2,20,8,33,455,104,334,17,Non-New York City
Wayne,Wayne County State Police,2017,12,504,73,1,43,5,24,431,80,333,18,Non-New York City
Wayne,Wolcott Vg PD,2017,12,5,0,0,0,0,0,5,0,5,0,Non-New York City
Westchester,Ardsley Vg PD,2017,12,37,2,0,1,0,1,35,8,26,1,Non-New York City
Westchester,Bedford Town PD,2017,12,42,5,0,2,1,2,37,6,29,2,Non-New York City
Westchester,Briarcliff Manor Vg PD,2017,12,22,2,0,0,1,1,20,1,19,0,Non-New York City
Westchester,Bronxville Vg PD,2017,12,29,0,0,0,0,0,29,4,23,2,Non-New York City
Westchester,Buchanan Vg PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Westchester,County Total,2017,,11504,1942,19,136,599,1188,9562,1003,7976,583,Non-New York City
Westchester,Croton-On-Hudson Vg PD,2017,12,42,4,0,1,0,3,38,2,33,3,Non-New York City
Westchester,Dobbs Ferry Vg PD,2017,12,93,4,0,0,1,3,89,4,85,0,Non-New York City
Westchester,Eastchester Town PD,2017,12,176,5,0,0,4,1,171,6,157,8,Non-New York City
Westchester,Elmsford Vg PD,2017,12,19,5,0,0,2,3,14,0,11,3,Non-New York City
Westchester,Greenburgh Town PD,2017,12,663,50,1,10,18,21,613,31,558,24,Non-New York City
Westchester,Harrison Town PD,2017,12,117,1,0,0,0,1,116,4,111,1,Non-New York City
Westchester,Hastings-on-Hudson Vg PD,2017,12,69,3,0,0,1,2,66,5,59,2,Non-New York City
Westchester,Irvington Vg PD,2017,12,19,3,0,0,1,2,16,2,13,1,Non-New York City
Westchester,Larchmont Vg PD,2017,12,106,3,0,0,2,1,103,9,88,6,Non-New York City
Westchester,Lewisboro Town PD,2017,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Westchester,Mamaroneck Town PD,2017,12,61,1,0,0,0,1,60,5,55,0,Non-New York City
Westchester,Mamaroneck Vg PD,2017,12,150,19,0,0,8,11,131,24,99,8,Non-New York City
Westchester,Mount Pleasant Town PD,2017,4,69,7,0,1,3,3,62,2,59,1,Non-New York City
Westchester,Mount Vernon City PD,2017,12,1731,437,6,22,123,286,1294,159,1001,134,Non-New York City
Westchester,New Castle Town PD,2017,12,50,2,0,0,0,2,48,1,42,5,Non-New York City
Westchester,New Rochelle City PD,2017,12,1332,182,1,11,70,100,1150,105,978,67,Non-New York City
Westchester,North Castle Town PD,2017,12,60,3,0,0,1,2,57,6,47,4,Non-New York City
Westchester,Ossining Vg PD,2017,12,265,20,0,1,5,14,245,20,218,7,Non-New York City
Westchester,Peekskill City PD,2017,12,213,34,0,3,12,19,179,17,156,6,Non-New York City
Westchester,Pelham Manor Vg PD,2017,12,166,4,0,1,0,3,162,14,141,7,Non-New York City
Westchester,Pelham Vg PD,2017,12,80,0,0,0,0,0,80,6,68,6,Non-New York City
Westchester,Pleasantville Vg PD,2017,12,51,1,0,0,0,1,50,5,44,1,Non-New York City
Westchester,Port Chester Vg PD,2017,12,371,49,0,2,23,24,322,29,280,13,Non-New York City
Westchester,Pound Ridge Town PD,2017,12,39,5,2,1,0,2,34,4,28,2,Non-New York City
Westchester,Rye Brook Vg PD,2017,12,92,0,0,0,0,0,92,12,78,2,Non-New York City
Westchester,Rye City PD,2017,12,78,5,0,1,1,3,73,5,58,10,Non-New York City
Westchester,Scarsdale Vg PD,2017,12,134,6,0,0,2,4,128,7,115,6,Non-New York City
Westchester,SUNY Police - Purchase,2017,12,38,3,0,3,0,0,35,4,31,0,Non-New York City
Westchester,Tarrytown Vg PD,2017,12,58,9,0,2,3,4,49,3,45,1,Non-New York City
Westchester,Tuckahoe Vg PD,2017,12,35,1,0,0,1,0,34,4,28,2,Non-New York City
Westchester,Westchester Co Dept Pub Safety,2017,12,293,56,0,1,6,49,237,14,212,11,Non-New York City
Westchester,Westchester County MTA,2017,12,89,10,0,0,6,4,79,0,75,4,Non-New York City
Westchester,Westchester County Park PD,2017,12,10,0,0,0,0,0,10,2,7,1,Non-New York City
Westchester,Westchester County State Police,2017,12,455,76,1,25,5,45,379,48,319,12,Non-New York City
Westchester,White Plains City PD,2017,12,1085,103,0,9,26,68,982,34,916,32,Non-New York City
Westchester,Yonkers City PD,2017,12,2833,810,8,36,271,495,2023,360,1481,182,Non-New York City
Westchester,Yorktown Town PD,2017,12,229,12,0,3,2,7,217,31,180,6,Non-New York City
Wyoming,Arcade Vg PD,2017,12,22,2,0,0,0,2,20,10,10,0,Non-New York City
Wyoming,Attica Vg PD,2017,12,9,6,0,1,2,3,3,0,3,0,Non-New York City
Wyoming,County Total,2017,,345,71,0,25,5,41,274,58,202,14,Non-New York City
Wyoming,Perry Vg PD,2017,12,62,4,0,4,0,0,58,6,50,2,Non-New York City
Wyoming,Warsaw Vg PD,2017,12,40,4,0,1,0,3,36,3,32,1,Non-New York City
Wyoming,Wyoming County Park PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Wyoming,Wyoming County Sheriff,2017,12,164,21,0,8,3,10,143,39,94,10,Non-New York City
Wyoming,Wyoming County State Police,2017,12,46,34,0,11,0,23,12,0,11,1,Non-New York City
Yates,County Total,2017,,259,26,0,12,0,14,233,42,188,3,Non-New York City
Yates,Penn Yan Vg PD,2017,12,61,3,0,2,0,1,58,14,44,0,Non-New York City
Yates,Yates County Park PD,2017,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Yates,Yates County Sheriff,2017,12,174,17,0,7,0,10,157,27,127,3,Non-New York City
Yates,Yates County State Police,2017,12,22,6,0,3,0,3,16,1,15,0,Non-New York City
Albany,Albany City PD,2016,12,4320,849,2,58,248,541,3471,491,2869,111,Non-New York City
Albany,Albany County Park PD,2016,12,2,0,0,0,0,0,2,0,2,0,Non-New York City
Albany,Albany County Sheriff,2016,12,178,19,0,7,0,12,159,25,125,9,Non-New York City
Albany,Albany County State Police,2016,12,137,15,2,9,2,2,122,9,110,3,Non-New York City
Albany,Altamont Vg PD,2016,12,10,0,0,0,0,0,10,2,8,0,Non-New York City
Albany,Bethlehem Town PD,2016,12,490,22,0,11,2,9,468,53,409,6,Non-New York City
Albany,Coeymans Town PD,2016,12,67,9,0,0,0,9,58,8,46,4,Non-New York City
Albany,Cohoes City PD,2016,12,254,28,0,3,6,19,226,39,168,19,Non-New York City
Albany,Colonie Town PD,2016,12,2057,91,0,5,25,61,1966,141,1787,38,Non-New York City
Albany,County Total,2016,,8767,1099,5,107,293,694,7668,900,6556,212,Non-New York City
Albany,Green Island Vg PD,2016,12,48,1,0,0,0,1,47,15,28,4,Non-New York City
Albany,Guilderland Town PD,2016,12,689,15,0,5,2,8,674,40,633,1,Non-New York City
Albany,Menands Vg PD,2016,12,162,16,0,1,4,11,146,11,129,6,Non-New York City
Albany,SUNY Police - Albany,2016,12,128,9,0,5,2,2,119,14,105,0,Non-New York City
Albany,Watervliet City PD,2016,12,225,25,1,3,2,19,200,52,137,11,Non-New York City
Allegany,Alfred Vg PD,2016,12,25,3,0,2,0,1,22,3,18,1,Non-New York City
Allegany,Allegany County Sheriff,2016,12,2,1,0,0,0,1,1,0,1,0,Non-New York City
Allegany,Allegany County State Police,2016,12,309,50,0,30,0,20,259,82,161,16,Non-New York City
Allegany,Andover Vg PD,2016,12,3,0,0,0,0,0,3,1,1,1,Non-New York City
Allegany,Angelica Vg PD,2016,12,6,0,0,0,0,0,6,4,2,0,Non-New York City
Allegany,County Total,2016,,571,81,0,36,0,45,490,120,348,22,Non-New York City
Allegany,Cuba Town PD,2016,12,74,8,0,1,0,7,66,8,58,0,Non-New York City
Allegany,Friendship Town PD,2016,12,7,3,0,0,0,3,4,0,4,0,Non-New York City
Allegany,Independence Town PD,2016,12,6,0,0,0,0,0,6,2,4,0,Non-New York City
Allegany,SUNY Police - Alfred,2016,12,52,4,0,3,0,1,48,6,41,1,Non-New York City
Allegany,Wellsville Vg PD,2016,12,87,12,0,0,0,12,75,14,58,3,Non-New York City
Bronx,County Total,2016,12,36834,13817,98,615,4297,8807,23017,2459,19191,1367,New York City
Broome,Binghamton City PD,2016,12,2195,354,4,41,94,215,1841,435,1304,102,Non-New York City
Broome,Broome County Park PD,2016,12,1,0,0,0,0,0,1,0,1,0,Non-New York City
Broome,Broome County Sheriff,2016,12,573,45,0,13,5,27,528,141,364,23,Non-New York City
Broome,Broome County State Police,2016,12,598,82,0,48,4,30,516,127,371,18,Non-New York City
Broome,County Total,2016,,5413,641,5,128,143,365,4772,990,3594,188,Non-New York City
Broome,Deposit Vg PD,2016,3,6,0,0,0,0,0,6,4,2,0,Non-New York City
Broome,Endicott Vg PD,2016,12,553,61,1,8,15,37,492,113,365,14,Non-New York City
Broome,Johnson City Vg PD,2016,12,789,74,0,10,17,47,715,125,568,22,Non-New York City
Broome,Port Dickinson Vg PD,2016,12,21,0,0,0,0,0,21,1,18,2,Non-New York City
Broome,SUNY Police - Binghamton,2016,12,175,9,0,4,2,3,166,10,156,0,Non-New York City
Broome,Vestal Town PD,2016,12,502,16,0,4,6,6,486,34,445,7,Non-New York City
Cattaraugus,Allegany Vg PD,2016,12,10,0,0,0,0,0,10,0,10,0,Non-New York City
Cattaraugus,Cattaraugus County Park PD,2016,12,9,0,0,0,0,0,9,1,8,0,Non-New York City
Cattaraugus,Cattaraugus County Sheriff,2016,12,322,34,0,19,1,14,288,81,185,22,Non-New York City
Cattaraugus,Cattaraugus County State Police,2016,12,290,42,0,30,1,11,248,71,169,8,Non-New York City
Cattaraugus,Cattaraugus Vg PD,2016,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Cattaraugus,County Total,2016,,1231,138,0,56,8,74,1093,204,843,46,Non-New York City
Cattaraugus,Ellicottville Town PD,2016,12,8,0,0,0,0,0,8,0,8,0,Non-New York City
Cattaraugus,Franklinville Vg PD,2016,12,28,4,0,0,0,4,24,3,20,1,Non-New York City
Cattaraugus,Olean City PD,2016,12,472,44,0,4,5,35,428,38,380,10,Non-New York City
Cattaraugus,Salamanca City PD,2016,12,89,14,0,3,1,10,75,9,61,5,Non-New York City
Cayuga,Auburn City PD,2016,12,933,128,0,34,15,79,805,132,657,16,Non-New York City
Cayuga,Cayuga County Park PD,2016,12,4,0,0,0,0,0,4,0,4,0,Non-New York City
Cayuga,Cayuga County Sheriff,2016,12,188,22,1,15,2,4,166,49,113,4,Non-New York City
Cayuga,Cayuga County State Police,2016,12,267,32,0,15,0,17,235,56,168,11,Non-New York City
Cayuga,County Total,2016,,1427,184,1,64,17,102,1243,241,971,31,Non-New York City
Cayuga,Moravia Vg PD,2016,12,17,0,0,0,0,0,17,1,16,0,Non-New York City
Cayuga,Port Byron Vg PD,2016,12,4,1,0,0,0,1,3,0,3,0,Non-New York City
Cayuga,Weedsport Vg PD,2016,12,14,1,0,0,0,1,13,3,10,0,Non-New York City
Chautauqua,Chautauqua County Park PD,2016,12,3,0,0,0,0,0,3,2,1,0,Non-New York City
Chautauqua,Chautauqua County Sheriff,2016,12,634,51,0,17,6,28,583,182,379,22,Non-New York City
Chautauqua,Chautauqua County State Police,2016,12,178,24,0,17,2,5,154,33,114,7,Non-New York City
Chautauqua,County Total,2016,,3319,356,4,84,65,203,2963,727,2131,105,Non-New York City
Chautauqua,Dunkirk City PD,2016,12,310,33,0,3,5,25,277,70,193,14,Non-New York City
Chautauqua,Ellicott Town PD,2016,12,243,9,0,4,2,3,234,44,186,4,Non-New York City
Chautauqua,Fredonia Vg PD,2016,12,243,11,0,3,3,5,232,38,192,2,Non-New York City
Chautauqua,Jamestown City PD,2016,12,1288,225,4,40,47,134,1063,323,687,53,Non-New York City
Chautauqua,Lakewood-Busti PD,2016,12,377,2,0,0,0,2,375,30,343,2,Non-New York City
Chautauqua,SUNY Police - Fredonia,2016,12,34,0,0,0,0,0,34,4,30,0,Non-New York City
Chautauqua,Westfield Vg PD,2016,12,9,1,0,0,0,1,8,1,6,1,Non-New York City
Chemung,Chemung County Sheriff,2016,12,410,20,1,5,2,12,390,40,342,8,Non-New York City
Chemung,Chemung County State Police,2016,12,303,51,0,21,1,29,252,42,201,9,Non-New York City
Chemung,County Total,2016,,2064,172,3,28,38,103,1892,270,1577,45,Non-New York City
Chemung,Elmira City PD,2016,12,1171,97,2,2,34,59,1074,172,875,27,Non-New York City
Chemung,Elmira Heights Vg PD,2016,12,75,4,0,0,1,3,71,6,65,0,Non-New York City
Chemung,Elmira Town PD,2016,12,3,0,0,0,0,0,3,2,0,1,Non-New York City
Chemung,Horseheads Vg PD,2016,12,102,0,0,0,0,0,102,8,94,0,Non-New York City
Chenango,Afton Vg PD,2016,12,3,0,0,0,0,0,3,1,2,0,Non-New York City
Chenango,Bainbridge Vg PD,2016,12,7,0,0,0,0,0,7,2,5,0,Non-New York City
